trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	pot pot pot pot pot pot pot pot pot 	4.0	1	4.0	4.5	2.0
2	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	10.0	1	4.0	4.5	2.0
3	0	pie pie pie pie pie pie pie pie pie 	16.0	1	4.0	4.5	2.0
4	0	thought thought thought thought thought thought thought thought thought 	22.0	1	4.0	4.5	2.0
5	0	mih mih mih mih mih mih mih mih mih 	28.0	1	4.0	4.5	2.0
6	0	ser ser ser ser ser ser ser ser ser 	34.0	1	4.0	4.5	2.0
7	0	naw naw naw naw naw naw naw naw naw 	40.0	1	4.0	4.5	2.0
8	0	per per per per per per per per per 	46.0	1	4.0	4.5	2.0
9	0	pot pot pot pot pot pot pot pot pot 	52.0	1	4.0	4.5	2.0
10	0	pie pie pie pie pie pie pie pie pie 	58.0	1	4.0	4.5	2.0
11	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	64.0	1	4.0	4.5	2.0
12	0	day day day day day day day day day 	70.0	1	4.0	4.5	2.0
13	0	mih mih mih mih mih mih mih mih mih 	76.0	1	4.0	4.5	2.0
14	0	fee fee fee fee fee fee fee fee fee 	82.0	1	4.0	4.5	2.0
15	0	thought thought thought thought thought thought thought thought thought 	88.0	1	4.0	4.5	2.0
16	0	per per per per per per per per per 	94.0	1	4.0	4.5	2.0
17	0	day day day day day day day day day 	100.0	1	4.0	4.5	2.0
18	0	naw naw naw naw naw naw naw naw naw 	106.0	1	4.0	4.5	2.0
19	0	thought thought thought thought thought thought thought thought thought 	112.0	1	4.0	4.5	2.0
20	0	per per per per per per per per per 	118.0	1	4.0	4.5	2.0
21	0	ter ter ter ter ter ter ter ter ter 	124.0	1	4.0	4.5	2.0
22	0	ser ser ser ser ser ser ser ser ser 	130.0	1	4.0	4.5	2.0
23	0	pie pie pie pie pie pie pie pie pie 	136.0	1	4.0	4.5	2.0
24	0	mih mih mih mih mih mih mih mih mih 	142.0	1	4.0	4.5	2.0
25	0	pot pot pot pot pot pot pot pot pot 	148.0	1	4.0	4.5	2.0
26	0	day day day day day day day day day 	154.0	1	4.0	4.5	2.0
27	0	pie pie pie pie pie pie pie pie pie 	160.0	1	4.0	4.5	2.0
28	0	per per per per per per per per per 	166.0	1	4.0	4.5	2.0
29	0	thought thought thought thought thought thought thought thought thought 	172.0	1	4.0	4.5	2.0
30	0	fee fee fee fee fee fee fee fee fee 	178.0	1	4.0	4.5	2.0
31	0	ser ser ser ser ser ser ser ser ser 	184.0	1	4.0	4.5	2.0
32	0	mih mih mih mih mih mih mih mih mih 	190.0	1	4.0	4.5	2.0
33	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	196.0	1	4.0	4.5	2.0
34	0	thought thought thought thought thought thought thought thought thought 	202.0	1	4.0	4.5	2.0
35	0	mih mih mih mih mih mih mih mih mih 	208.0	1	4.0	4.5	2.0
36	0	day day day day day day day day day 	214.0	1	4.0	4.5	2.0
37	0	fee fee fee fee fee fee fee fee fee 	220.0	1	4.0	4.5	2.0
38	0	ser ser ser ser ser ser ser ser ser 	226.0	1	4.0	4.5	2.0
39	0	pie pie pie pie pie pie pie pie pie 	232.0	1	4.0	4.5	2.0
40	0	naw naw naw naw naw naw naw naw naw 	238.0	1	4.0	4.5	2.0
41	0	fee fee fee fee fee fee fee fee fee 	244.0	1	4.0	4.5	2.0
42	0	day day day day day day day day day 	250.0	1	4.0	4.5	2.0
43	0	thought thought thought thought thought thought thought thought thought 	256.0	1	4.0	4.5	2.0
44	0	naw naw naw naw naw naw naw naw naw 	262.0	1	4.0	4.5	2.0
45	0	mih mih mih mih mih mih mih mih mih 	268.0	1	4.0	4.5	2.0
46	0	per per per per per per per per per 	274.0	1	4.0	4.5	2.0
47	0	ter ter ter ter ter ter ter ter ter 	280.0	1	4.0	4.5	2.0
48	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	286.0	1	4.0	4.5	2.0
49	0	thought thought thought thought thought thought thought thought thought 	292.0	1	4.0	4.5	2.0
50	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	298.0	1	4.0	4.5	2.0
51	0	pie pie pie pie pie pie pie pie pie 	304.0	1	4.0	4.5	2.0
52	0	naw naw naw naw naw naw naw naw naw 	310.0	1	4.0	4.5	2.0
53	0	ter ter ter ter ter ter ter ter ter 	316.0	1	4.0	4.5	2.0
54	0	day day day day day day day day day 	322.0	1	4.0	4.5	2.0
55	0	pot pot pot pot pot pot pot pot pot 	328.0	1	4.0	4.5	2.0
56	0	per per per per per per per per per 	334.0	1	4.0	4.5	2.0
57	0	fee fee fee fee fee fee fee fee fee 	340.0	1	4.0	4.5	2.0
58	0	ter ter ter ter ter ter ter ter ter 	346.0	1	4.0	4.5	2.0
59	0	day day day day day day day day day 	352.0	1	4.0	4.5	2.0
60	0	thought thought thought thought thought thought thought thought thought 	358.0	1	4.0	4.5	2.0
61	0	per per per per per per per per per 	364.0	1	4.0	4.5	2.0
62	0	mih mih mih mih mih mih mih mih mih 	370.0	1	4.0	4.5	2.0
63	0	ser ser ser ser ser ser ser ser ser 	376.0	1	4.0	4.5	2.0
64	0	naw naw naw naw naw naw naw naw naw 	382.0	1	4.0	4.5	2.0
