trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	pi pi pi pi pi pi pi pi pi 	4.0	1	4.0	4.5	2.0
2	0	ver ver ver ver ver ver ver ver ver 	10.0	1	4.0	4.5	2.0
3	0	jur jur jur jur jur jur jur jur jur 	16.0	1	4.0	4.5	2.0
4	0	pro pro pro pro pro pro pro pro pro 	22.0	1	4.0	4.5	2.0
5	0	juh juh juh juh juh juh juh juh juh 	28.0	1	4.0	4.5	2.0
6	0	airy airy airy airy airy airy airy airy airy 	34.0	1	4.0	4.5	2.0
7	0	peck peck peck peck peck peck peck peck peck 	40.0	1	4.0	4.5	2.0
8	0	neh neh neh neh neh neh neh neh neh 	46.0	1	4.0	4.5	2.0
9	0	jur jur jur jur jur jur jur jur jur 	52.0	1	4.0	4.5	2.0
10	0	ti ti ti ti ti ti ti ti ti 	58.0	1	4.0	4.5	2.0
11	0	less less less less less less less less less 	64.0	1	4.0	4.5	2.0
12	0	pi pi pi pi pi pi pi pi pi 	70.0	1	4.0	4.5	2.0
13	0	ver ver ver ver ver ver ver ver ver 	76.0	1	4.0	4.5	2.0
14	0	airy airy airy airy airy airy airy airy airy 	82.0	1	4.0	4.5	2.0
15	0	pro pro pro pro pro pro pro pro pro 	88.0	1	4.0	4.5	2.0
16	0	juh juh juh juh juh juh juh juh juh 	94.0	1	4.0	4.5	2.0
17	0	pi pi pi pi pi pi pi pi pi 	100.0	1	4.0	4.5	2.0
18	0	juh juh juh juh juh juh juh juh juh 	106.0	1	4.0	4.5	2.0
19	0	ti ti ti ti ti ti ti ti ti 	112.0	1	4.0	4.5	2.0
20	0	airy airy airy airy airy airy airy airy airy 	118.0	1	4.0	4.5	2.0
21	0	three three three three three three three three three 	124.0	1	4.0	4.5	2.0
22	0	jur jur jur jur jur jur jur jur jur 	130.0	1	4.0	4.5	2.0
23	0	neh neh neh neh neh neh neh neh neh 	136.0	1	4.0	4.5	2.0
24	0	ver ver ver ver ver ver ver ver ver 	142.0	1	4.0	4.5	2.0
25	0	airy airy airy airy airy airy airy airy airy 	148.0	1	4.0	4.5	2.0
26	0	less less less less less less less less less 	154.0	1	4.0	4.5	2.0
27	0	ver ver ver ver ver ver ver ver ver 	160.0	1	4.0	4.5	2.0
28	0	neh neh neh neh neh neh neh neh neh 	166.0	1	4.0	4.5	2.0
29	0	juh juh juh juh juh juh juh juh juh 	172.0	1	4.0	4.5	2.0
30	0	jur jur jur jur jur jur jur jur jur 	178.0	1	4.0	4.5	2.0
31	0	pro pro pro pro pro pro pro pro pro 	184.0	1	4.0	4.5	2.0
32	0	ti ti ti ti ti ti ti ti ti 	190.0	1	4.0	4.5	2.0
33	0	ti ti ti ti ti ti ti ti ti 	196.0	1	4.0	4.5	2.0
34	0	less less less less less less less less less 	202.0	1	4.0	4.5	2.0
35	0	peck peck peck peck peck peck peck peck peck 	208.0	1	4.0	4.5	2.0
36	0	neh neh neh neh neh neh neh neh neh 	214.0	1	4.0	4.5	2.0
37	0	jur jur jur jur jur jur jur jur jur 	220.0	1	4.0	4.5	2.0
38	0	juh juh juh juh juh juh juh juh juh 	226.0	1	4.0	4.5	2.0
39	0	pi pi pi pi pi pi pi pi pi 	232.0	1	4.0	4.5	2.0
40	0	airy airy airy airy airy airy airy airy airy 	238.0	1	4.0	4.5	2.0
41	0	three three three three three three three three three 	244.0	1	4.0	4.5	2.0
42	0	neh neh neh neh neh neh neh neh neh 	250.0	1	4.0	4.5	2.0
43	0	jur jur jur jur jur jur jur jur jur 	256.0	1	4.0	4.5	2.0
44	0	juh juh juh juh juh juh juh juh juh 	262.0	1	4.0	4.5	2.0
45	0	airy airy airy airy airy airy airy airy airy 	268.0	1	4.0	4.5	2.0
46	0	peck peck peck peck peck peck peck peck peck 	274.0	1	4.0	4.5	2.0
47	0	ver ver ver ver ver ver ver ver ver 	280.0	1	4.0	4.5	2.0
48	0	pro pro pro pro pro pro pro pro pro 	286.0	1	4.0	4.5	2.0
49	0	jur jur jur jur jur jur jur jur jur 	292.0	1	4.0	4.5	2.0
50	0	juh juh juh juh juh juh juh juh juh 	298.0	1	4.0	4.5	2.0
51	0	neh neh neh neh neh neh neh neh neh 	304.0	1	4.0	4.5	2.0
52	0	pro pro pro pro pro pro pro pro pro 	310.0	1	4.0	4.5	2.0
53	0	three three three three three three three three three 	316.0	1	4.0	4.5	2.0
54	0	airy airy airy airy airy airy airy airy airy 	322.0	1	4.0	4.5	2.0
55	0	pi pi pi pi pi pi pi pi pi 	328.0	1	4.0	4.5	2.0
56	0	ver ver ver ver ver ver ver ver ver 	334.0	1	4.0	4.5	2.0
57	0	less less less less less less less less less 	340.0	1	4.0	4.5	2.0
58	0	pi pi pi pi pi pi pi pi pi 	346.0	1	4.0	4.5	2.0
59	0	peck peck peck peck peck peck peck peck peck 	352.0	1	4.0	4.5	2.0
60	0	ver ver ver ver ver ver ver ver ver 	358.0	1	4.0	4.5	2.0
61	0	three three three three three three three three three 	364.0	1	4.0	4.5	2.0
62	0	neh neh neh neh neh neh neh neh neh 	370.0	1	4.0	4.5	2.0
63	0	pro pro pro pro pro pro pro pro pro 	376.0	1	4.0	4.5	2.0
64	0	juh juh juh juh juh juh juh juh juh 	382.0	1	4.0	4.5	2.0
