trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	imah imah imah imah imah imah imah imah imah 	4.0	1	4.0	4.5	2.0
2	0	out out out out out out out out out 	10.0	1	4.0	4.5	2.0
3	0	pot pot pot pot pot pot pot pot pot 	16.0	1	4.0	4.5	2.0
4	0	three three three three three three three three three 	22.0	1	4.0	4.5	2.0
5	0	jur jur jur jur jur jur jur jur jur 	28.0	1	4.0	4.5	2.0
6	0	per per per per per per per per per 	34.0	1	4.0	4.5	2.0
7	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	40.0	1	4.0	4.5	2.0
8	0	peck peck peck peck peck peck peck peck peck 	46.0	1	4.0	4.5	2.0
9	0	out out out out out out out out out 	52.0	1	4.0	4.5	2.0
10	0	naw naw naw naw naw naw naw naw naw 	58.0	1	4.0	4.5	2.0
11	0	per per per per per per per per per 	64.0	1	4.0	4.5	2.0
12	0	three three three three three three three three three 	70.0	1	4.0	4.5	2.0
13	0	through through through through through through through through through 	76.0	1	4.0	4.5	2.0
14	0	pro pro pro pro pro pro pro pro pro 	82.0	1	4.0	4.5	2.0
15	0	peck peck peck peck peck peck peck peck peck 	88.0	1	4.0	4.5	2.0
16	0	jur jur jur jur jur jur jur jur jur 	94.0	1	4.0	4.5	2.0
17	0	peck peck peck peck peck peck peck peck peck 	100.0	1	4.0	4.5	2.0
18	0	imah imah imah imah imah imah imah imah imah 	106.0	1	4.0	4.5	2.0
19	0	out out out out out out out out out 	112.0	1	4.0	4.5	2.0
20	0	naw naw naw naw naw naw naw naw naw 	118.0	1	4.0	4.5	2.0
21	0	through through through through through through through through through 	124.0	1	4.0	4.5	2.0
22	0	pot pot pot pot pot pot pot pot pot 	130.0	1	4.0	4.5	2.0
23	0	three three three three three three three three three 	136.0	1	4.0	4.5	2.0
24	0	per per per per per per per per per 	142.0	1	4.0	4.5	2.0
25	0	naw naw naw naw naw naw naw naw naw 	148.0	1	4.0	4.5	2.0
26	0	imah imah imah imah imah imah imah imah imah 	154.0	1	4.0	4.5	2.0
27	0	pot pot pot pot pot pot pot pot pot 	160.0	1	4.0	4.5	2.0
28	0	peck peck peck peck peck peck peck peck peck 	166.0	1	4.0	4.5	2.0
29	0	per per per per per per per per per 	172.0	1	4.0	4.5	2.0
30	0	three three three three three three three three three 	178.0	1	4.0	4.5	2.0
31	0	out out out out out out out out out 	184.0	1	4.0	4.5	2.0
32	0	jur jur jur jur jur jur jur jur jur 	190.0	1	4.0	4.5	2.0
33	0	through through through through through through through through through 	196.0	1	4.0	4.5	2.0
34	0	three three three three three three three three three 	202.0	1	4.0	4.5	2.0
35	0	out out out out out out out out out 	208.0	1	4.0	4.5	2.0
36	0	peck peck peck peck peck peck peck peck peck 	214.0	1	4.0	4.5	2.0
37	0	pot pot pot pot pot pot pot pot pot 	220.0	1	4.0	4.5	2.0
38	0	pro pro pro pro pro pro pro pro pro 	226.0	1	4.0	4.5	2.0
39	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	232.0	1	4.0	4.5	2.0
40	0	imah imah imah imah imah imah imah imah imah 	238.0	1	4.0	4.5	2.0
41	0	out out out out out out out out out 	244.0	1	4.0	4.5	2.0
42	0	imah imah imah imah imah imah imah imah imah 	250.0	1	4.0	4.5	2.0
43	0	per per per per per per per per per 	256.0	1	4.0	4.5	2.0
44	0	jur jur jur jur jur jur jur jur jur 	262.0	1	4.0	4.5	2.0
45	0	peck peck peck peck peck peck peck peck peck 	268.0	1	4.0	4.5	2.0
46	0	three three three three three three three three three 	274.0	1	4.0	4.5	2.0
47	0	pot pot pot pot pot pot pot pot pot 	280.0	1	4.0	4.5	2.0
48	0	pro pro pro pro pro pro pro pro pro 	286.0	1	4.0	4.5	2.0
49	0	through through through through through through through through through 	292.0	1	4.0	4.5	2.0
50	0	pro pro pro pro pro pro pro pro pro 	298.0	1	4.0	4.5	2.0
51	0	imah imah imah imah imah imah imah imah imah 	304.0	1	4.0	4.5	2.0
52	0	three three three three three three three three three 	310.0	1	4.0	4.5	2.0
53	0	naw naw naw naw naw naw naw naw naw 	316.0	1	4.0	4.5	2.0
54	0	pot pot pot pot pot pot pot pot pot 	322.0	1	4.0	4.5	2.0
55	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	328.0	1	4.0	4.5	2.0
56	0	per per per per per per per per per 	334.0	1	4.0	4.5	2.0
57	0	out out out out out out out out out 	340.0	1	4.0	4.5	2.0
58	0	three three three three three three three three three 	346.0	1	4.0	4.5	2.0
59	0	through through through through through through through through through 	352.0	1	4.0	4.5	2.0
60	0	per per per per per per per per per 	358.0	1	4.0	4.5	2.0
61	0	pot pot pot pot pot pot pot pot pot 	364.0	1	4.0	4.5	2.0
62	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	370.0	1	4.0	4.5	2.0
63	0	imah imah imah imah imah imah imah imah imah 	376.0	1	4.0	4.5	2.0
64	0	pro pro pro pro pro pro pro pro pro 	382.0	1	4.0	4.5	2.0
