trial_num	condition	stimulus	start_time	go_signal	resp_time	record_time	rest_dur
1	0	ter ter ter ter ter ter ter ter ter 	4.0	1	4.0	4.5	2.0
2	0	ser ser ser ser ser ser ser ser ser 	10.0	1	4.0	4.5	2.0
3	0	day day day day day day day day day 	16.0	1	4.0	4.5	2.0
4	0	mih mih mih mih mih mih mih mih mih 	22.0	1	4.0	4.5	2.0
5	0	per per per per per per per per per 	28.0	1	4.0	4.5	2.0
6	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	34.0	1	4.0	4.5	2.0
7	0	pot pot pot pot pot pot pot pot pot 	40.0	1	4.0	4.5	2.0
8	0	naw naw naw naw naw naw naw naw naw 	46.0	1	4.0	4.5	2.0
9	0	naw naw naw naw naw naw naw naw naw 	52.0	1	4.0	4.5	2.0
10	0	pot pot pot pot pot pot pot pot pot 	58.0	1	4.0	4.5	2.0
11	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	64.0	1	4.0	4.5	2.0
12	0	ter ter ter ter ter ter ter ter ter 	70.0	1	4.0	4.5	2.0
13	0	per per per per per per per per per 	76.0	1	4.0	4.5	2.0
14	0	mih mih mih mih mih mih mih mih mih 	82.0	1	4.0	4.5	2.0
15	0	pie pie pie pie pie pie pie pie pie 	88.0	1	4.0	4.5	2.0
16	0	day day day day day day day day day 	94.0	1	4.0	4.5	2.0
17	0	mih mih mih mih mih mih mih mih mih 	100.0	1	4.0	4.5	2.0
18	0	thought thought thought thought thought thought thought thought thought 	106.0	1	4.0	4.5	2.0
19	0	naw naw naw naw naw naw naw naw naw 	112.0	1	4.0	4.5	2.0
20	0	pie pie pie pie pie pie pie pie pie 	118.0	1	4.0	4.5	2.0
21	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	124.0	1	4.0	4.5	2.0
22	0	ter ter ter ter ter ter ter ter ter 	130.0	1	4.0	4.5	2.0
23	0	ser ser ser ser ser ser ser ser ser 	136.0	1	4.0	4.5	2.0
24	0	per per per per per per per per per 	142.0	1	4.0	4.5	2.0
25	0	mih mih mih mih mih mih mih mih mih 	148.0	1	4.0	4.5	2.0
26	0	day day day day day day day day day 	154.0	1	4.0	4.5	2.0
27	0	ter ter ter ter ter ter ter ter ter 	160.0	1	4.0	4.5	2.0
28	0	pie pie pie pie pie pie pie pie pie 	166.0	1	4.0	4.5	2.0
29	0	naw naw naw naw naw naw naw naw naw 	172.0	1	4.0	4.5	2.0
30	0	ser ser ser ser ser ser ser ser ser 	178.0	1	4.0	4.5	2.0
31	0	per per per per per per per per per 	184.0	1	4.0	4.5	2.0
32	0	thought thought thought thought thought thought thought thought thought 	190.0	1	4.0	4.5	2.0
33	0	mih mih mih mih mih mih mih mih mih 	196.0	1	4.0	4.5	2.0
34	0	ser ser ser ser ser ser ser ser ser 	202.0	1	4.0	4.5	2.0
35	0	fee fee fee fee fee fee fee fee fee 	208.0	1	4.0	4.5	2.0
36	0	day day day day day day day day day 	214.0	1	4.0	4.5	2.0
37	0	naw naw naw naw naw naw naw naw naw 	220.0	1	4.0	4.5	2.0
38	0	thought thought thought thought thought thought thought thought thought 	226.0	1	4.0	4.5	2.0
39	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	232.0	1	4.0	4.5	2.0
40	0	pie pie pie pie pie pie pie pie pie 	238.0	1	4.0	4.5	2.0
41	0	fee fee fee fee fee fee fee fee fee 	244.0	1	4.0	4.5	2.0
42	0	thought thought thought thought thought thought thought thought thought 	250.0	1	4.0	4.5	2.0
43	0	mih mih mih mih mih mih mih mih mih 	256.0	1	4.0	4.5	2.0
44	0	ser ser ser ser ser ser ser ser ser 	262.0	1	4.0	4.5	2.0
45	0	per per per per per per per per per 	268.0	1	4.0	4.5	2.0
46	0	pot pot pot pot pot pot pot pot pot 	274.0	1	4.0	4.5	2.0
47	0	pie pie pie pie pie pie pie pie pie 	280.0	1	4.0	4.5	2.0
48	0	day day day day day day day day day 	286.0	1	4.0	4.5	2.0
49	0	fee fee fee fee fee fee fee fee fee 	292.0	1	4.0	4.5	2.0
50	0	naw naw naw naw naw naw naw naw naw 	298.0	1	4.0	4.5	2.0
51	0	pot pot pot pot pot pot pot pot pot 	304.0	1	4.0	4.5	2.0
52	0	ter ter ter ter ter ter ter ter ter 	310.0	1	4.0	4.5	2.0
53	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	316.0	1	4.0	4.5	2.0
54	0	ser ser ser ser ser ser ser ser ser 	322.0	1	4.0	4.5	2.0
55	0	pie pie pie pie pie pie pie pie pie 	328.0	1	4.0	4.5	2.0
56	0	thought thought thought thought thought thought thought thought thought 	334.0	1	4.0	4.5	2.0
57	0	per per per per per per per per per 	340.0	1	4.0	4.5	2.0
58	0	fee fee fee fee fee fee fee fee fee 	346.0	1	4.0	4.5	2.0
59	0	mih mih mih mih mih mih mih mih mih 	352.0	1	4.0	4.5	2.0
60	0	pie pie pie pie pie pie pie pie pie 	358.0	1	4.0	4.5	2.0
61	0	ter ter ter ter ter ter ter ter ter 	364.0	1	4.0	4.5	2.0
62	0	ser ser ser ser ser ser ser ser ser 	370.0	1	4.0	4.5	2.0
63	0	thought thought thought thought thought thought thought thought thought 	376.0	1	4.0	4.5	2.0
64	0	thurs thurs thurs thurs thurs thurs thurs thurs thurs 	382.0	1	4.0	4.5	2.0
